0	TUT-acoustic-scenes-2017-development/audio/b020_90_100.wav
1	TUT-acoustic-scenes-2017-development/audio/b020_110_120.wav
2	TUT-acoustic-scenes-2017-development/audio/b020_100_110.wav
3	TUT-acoustic-scenes-2017-development/audio/b020_40_50.wav
4	TUT-acoustic-scenes-2017-development/audio/b020_50_60.wav
5	TUT-acoustic-scenes-2017-development/audio/b020_30_40.wav
6	TUT-acoustic-scenes-2017-development/audio/b020_160_170.wav
7	TUT-acoustic-scenes-2017-development/audio/b020_170_180.wav
8	TUT-acoustic-scenes-2017-development/audio/b020_150_160.wav
9	TUT-acoustic-scenes-2017-development/audio/b020_60_70.wav
10	TUT-acoustic-scenes-2017-development/audio/b020_70_80.wav
11	TUT-acoustic-scenes-2017-development/audio/b020_80_90.wav
12	TUT-acoustic-scenes-2017-development/audio/b020_200_210.wav
13	TUT-acoustic-scenes-2017-development/audio/b020_180_190.wav
14	TUT-acoustic-scenes-2017-development/audio/b020_190_200.wav
15	TUT-acoustic-scenes-2017-development/audio/b020_20_30.wav
16	TUT-acoustic-scenes-2017-development/audio/b020_0_10.wav
17	TUT-acoustic-scenes-2017-development/audio/b020_10_20.wav
18	TUT-acoustic-scenes-2017-development/audio/b020_130_140.wav
19	TUT-acoustic-scenes-2017-development/audio/b020_120_130.wav
20	TUT-acoustic-scenes-2017-development/audio/b020_140_150.wav
21	TUT-acoustic-scenes-2017-development/audio/b021_50_60.wav
22	TUT-acoustic-scenes-2017-development/audio/b021_30_40.wav
23	TUT-acoustic-scenes-2017-development/audio/b021_40_50.wav
24	TUT-acoustic-scenes-2017-development/audio/b021_150_160.wav
25	TUT-acoustic-scenes-2017-development/audio/b021_170_180.wav
26	TUT-acoustic-scenes-2017-development/audio/b021_160_170.wav
27	TUT-acoustic-scenes-2017-development/audio/b021_90_100.wav
28	TUT-acoustic-scenes-2017-development/audio/b021_110_120.wav
29	TUT-acoustic-scenes-2017-development/audio/b021_100_110.wav
30	TUT-acoustic-scenes-2017-development/audio/b021_130_140.wav
31	TUT-acoustic-scenes-2017-development/audio/b021_120_130.wav
32	TUT-acoustic-scenes-2017-development/audio/b021_140_150.wav
33	TUT-acoustic-scenes-2017-development/audio/b021_60_70.wav
34	TUT-acoustic-scenes-2017-development/audio/b021_80_90.wav
35	TUT-acoustic-scenes-2017-development/audio/b021_70_80.wav
36	TUT-acoustic-scenes-2017-development/audio/b021_200_210.wav
37	TUT-acoustic-scenes-2017-development/audio/b021_180_190.wav
38	TUT-acoustic-scenes-2017-development/audio/b021_190_200.wav
39	TUT-acoustic-scenes-2017-development/audio/b021_20_30.wav
40	TUT-acoustic-scenes-2017-development/audio/b021_0_10.wav
41	TUT-acoustic-scenes-2017-development/audio/b021_10_20.wav
42	TUT-acoustic-scenes-2017-development/audio/b022_140_150.wav
43	TUT-acoustic-scenes-2017-development/audio/b022_120_130.wav
44	TUT-acoustic-scenes-2017-development/audio/b022_130_140.wav
45	TUT-acoustic-scenes-2017-development/audio/b022_60_70.wav
46	TUT-acoustic-scenes-2017-development/audio/b022_80_90.wav
47	TUT-acoustic-scenes-2017-development/audio/b022_70_80.wav
48	TUT-acoustic-scenes-2017-development/audio/b022_190_200.wav
49	TUT-acoustic-scenes-2017-development/audio/b022_180_190.wav
50	TUT-acoustic-scenes-2017-development/audio/b022_200_210.wav
51	TUT-acoustic-scenes-2017-development/audio/b022_40_50.wav
52	TUT-acoustic-scenes-2017-development/audio/b022_30_40.wav
53	TUT-acoustic-scenes-2017-development/audio/b022_50_60.wav
54	TUT-acoustic-scenes-2017-development/audio/b022_110_120.wav
55	TUT-acoustic-scenes-2017-development/audio/b022_100_110.wav
56	TUT-acoustic-scenes-2017-development/audio/b022_90_100.wav
57	TUT-acoustic-scenes-2017-development/audio/b022_170_180.wav
58	TUT-acoustic-scenes-2017-development/audio/b022_160_170.wav
59	TUT-acoustic-scenes-2017-development/audio/b022_150_160.wav
60	TUT-acoustic-scenes-2017-development/audio/b022_10_20.wav
61	TUT-acoustic-scenes-2017-development/audio/b022_0_10.wav
62	TUT-acoustic-scenes-2017-development/audio/b022_20_30.wav
63	TUT-acoustic-scenes-2017-development/audio/a014_120_130.wav
64	TUT-acoustic-scenes-2017-development/audio/a014_130_140.wav
65	TUT-acoustic-scenes-2017-development/audio/a014_140_150.wav
66	TUT-acoustic-scenes-2017-development/audio/a014_70_80.wav
67	TUT-acoustic-scenes-2017-development/audio/a014_60_70.wav
68	TUT-acoustic-scenes-2017-development/audio/a014_80_90.wav
69	TUT-acoustic-scenes-2017-development/audio/a014_180_190.wav
70	TUT-acoustic-scenes-2017-development/audio/a014_190_200.wav
71	TUT-acoustic-scenes-2017-development/audio/a014_200_210.wav
72	TUT-acoustic-scenes-2017-development/audio/a014_150_160.wav
73	TUT-acoustic-scenes-2017-development/audio/a014_170_180.wav
74	TUT-acoustic-scenes-2017-development/audio/a014_160_170.wav
75	TUT-acoustic-scenes-2017-development/audio/a014_40_50.wav
76	TUT-acoustic-scenes-2017-development/audio/a014_30_40.wav
77	TUT-acoustic-scenes-2017-development/audio/a014_50_60.wav
78	TUT-acoustic-scenes-2017-development/audio/a014_0_10.wav
79	TUT-acoustic-scenes-2017-development/audio/a014_20_30.wav
80	TUT-acoustic-scenes-2017-development/audio/a014_10_20.wav
81	TUT-acoustic-scenes-2017-development/audio/a014_100_110.wav
82	TUT-acoustic-scenes-2017-development/audio/a014_90_100.wav
83	TUT-acoustic-scenes-2017-development/audio/a014_110_120.wav
84	TUT-acoustic-scenes-2017-development/audio/a006_40_50.wav
85	TUT-acoustic-scenes-2017-development/audio/a006_50_60.wav
86	TUT-acoustic-scenes-2017-development/audio/a006_30_40.wav
87	TUT-acoustic-scenes-2017-development/audio/a006_170_180.wav
88	TUT-acoustic-scenes-2017-development/audio/a006_150_160.wav
89	TUT-acoustic-scenes-2017-development/audio/a006_160_170.wav
90	TUT-acoustic-scenes-2017-development/audio/a006_100_110.wav
91	TUT-acoustic-scenes-2017-development/audio/a006_110_120.wav
92	TUT-acoustic-scenes-2017-development/audio/a006_90_100.wav
93	TUT-acoustic-scenes-2017-development/audio/a006_70_80.wav
94	TUT-acoustic-scenes-2017-development/audio/a006_60_70.wav
95	TUT-acoustic-scenes-2017-development/audio/a006_80_90.wav
96	TUT-acoustic-scenes-2017-development/audio/a006_0_10.wav
97	TUT-acoustic-scenes-2017-development/audio/a006_20_30.wav
98	TUT-acoustic-scenes-2017-development/audio/a006_10_20.wav
99	TUT-acoustic-scenes-2017-development/audio/a016_120_130.wav
100	TUT-acoustic-scenes-2017-development/audio/a016_130_140.wav
101	TUT-acoustic-scenes-2017-development/audio/a016_140_150.wav
102	TUT-acoustic-scenes-2017-development/audio/a016_20_30.wav
103	TUT-acoustic-scenes-2017-development/audio/a016_10_20.wav
104	TUT-acoustic-scenes-2017-development/audio/a016_0_10.wav
105	TUT-acoustic-scenes-2017-development/audio/a016_190_200.wav
106	TUT-acoustic-scenes-2017-development/audio/a016_180_190.wav
107	TUT-acoustic-scenes-2017-development/audio/a016_200_210.wav
108	TUT-acoustic-scenes-2017-development/audio/a016_170_180.wav
109	TUT-acoustic-scenes-2017-development/audio/a016_160_170.wav
110	TUT-acoustic-scenes-2017-development/audio/a016_150_160.wav
111	TUT-acoustic-scenes-2017-development/audio/a016_90_100.wav
112	TUT-acoustic-scenes-2017-development/audio/a016_110_120.wav
113	TUT-acoustic-scenes-2017-development/audio/a016_100_110.wav
114	TUT-acoustic-scenes-2017-development/audio/a016_70_80.wav
115	TUT-acoustic-scenes-2017-development/audio/a016_80_90.wav
116	TUT-acoustic-scenes-2017-development/audio/a016_60_70.wav
117	TUT-acoustic-scenes-2017-development/audio/a016_30_40.wav
118	TUT-acoustic-scenes-2017-development/audio/a016_40_50.wav
119	TUT-acoustic-scenes-2017-development/audio/a016_50_60.wav
120	TUT-acoustic-scenes-2017-development/audio/b011_190_200.wav
121	TUT-acoustic-scenes-2017-development/audio/b011_200_210.wav
122	TUT-acoustic-scenes-2017-development/audio/b011_180_190.wav
123	TUT-acoustic-scenes-2017-development/audio/b011_100_110.wav
124	TUT-acoustic-scenes-2017-development/audio/b011_110_120.wav
125	TUT-acoustic-scenes-2017-development/audio/b011_90_100.wav
126	TUT-acoustic-scenes-2017-development/audio/b011_160_170.wav
127	TUT-acoustic-scenes-2017-development/audio/b011_150_160.wav
128	TUT-acoustic-scenes-2017-development/audio/b011_170_180.wav
129	TUT-acoustic-scenes-2017-development/audio/b011_80_90.wav
130	TUT-acoustic-scenes-2017-development/audio/b011_60_70.wav
131	TUT-acoustic-scenes-2017-development/audio/b011_70_80.wav
132	TUT-acoustic-scenes-2017-development/audio/b011_120_130.wav
133	TUT-acoustic-scenes-2017-development/audio/b011_140_150.wav
134	TUT-acoustic-scenes-2017-development/audio/b011_130_140.wav
135	TUT-acoustic-scenes-2017-development/audio/b011_40_50.wav
136	TUT-acoustic-scenes-2017-development/audio/b011_30_40.wav
137	TUT-acoustic-scenes-2017-development/audio/b011_50_60.wav
138	TUT-acoustic-scenes-2017-development/audio/b011_0_10.wav
139	TUT-acoustic-scenes-2017-development/audio/b011_20_30.wav
140	TUT-acoustic-scenes-2017-development/audio/b011_10_20.wav
141	TUT-acoustic-scenes-2017-development/audio/b010_0_10.wav
142	TUT-acoustic-scenes-2017-development/audio/b010_20_30.wav
143	TUT-acoustic-scenes-2017-development/audio/b010_10_20.wav
144	TUT-acoustic-scenes-2017-development/audio/b010_60_70.wav
145	TUT-acoustic-scenes-2017-development/audio/b010_80_90.wav
146	TUT-acoustic-scenes-2017-development/audio/b010_70_80.wav
147	TUT-acoustic-scenes-2017-development/audio/b010_150_160.wav
148	TUT-acoustic-scenes-2017-development/audio/b010_160_170.wav
149	TUT-acoustic-scenes-2017-development/audio/b010_170_180.wav
150	TUT-acoustic-scenes-2017-development/audio/b010_30_40.wav
151	TUT-acoustic-scenes-2017-development/audio/b010_50_60.wav
152	TUT-acoustic-scenes-2017-development/audio/b010_40_50.wav
153	TUT-acoustic-scenes-2017-development/audio/b010_140_150.wav
154	TUT-acoustic-scenes-2017-development/audio/b010_130_140.wav
155	TUT-acoustic-scenes-2017-development/audio/b010_120_130.wav
156	TUT-acoustic-scenes-2017-development/audio/b012_170_180.wav
157	TUT-acoustic-scenes-2017-development/audio/b012_150_160.wav
158	TUT-acoustic-scenes-2017-development/audio/b012_160_170.wav
159	TUT-acoustic-scenes-2017-development/audio/b012_30_40.wav
160	TUT-acoustic-scenes-2017-development/audio/b012_50_60.wav
161	TUT-acoustic-scenes-2017-development/audio/b012_40_50.wav
162	TUT-acoustic-scenes-2017-development/audio/b012_200_210.wav
163	TUT-acoustic-scenes-2017-development/audio/b012_190_200.wav
164	TUT-acoustic-scenes-2017-development/audio/b012_180_190.wav
165	TUT-acoustic-scenes-2017-development/audio/b012_90_100.wav
166	TUT-acoustic-scenes-2017-development/audio/b012_110_120.wav
167	TUT-acoustic-scenes-2017-development/audio/b012_100_110.wav
168	TUT-acoustic-scenes-2017-development/audio/b012_0_10.wav
169	TUT-acoustic-scenes-2017-development/audio/b012_10_20.wav
170	TUT-acoustic-scenes-2017-development/audio/b012_20_30.wav
171	TUT-acoustic-scenes-2017-development/audio/a026_10_20.wav
172	TUT-acoustic-scenes-2017-development/audio/a026_20_30.wav
173	TUT-acoustic-scenes-2017-development/audio/a026_0_10.wav
174	TUT-acoustic-scenes-2017-development/audio/a026_30_40.wav
175	TUT-acoustic-scenes-2017-development/audio/a026_40_50.wav
176	TUT-acoustic-scenes-2017-development/audio/a026_50_60.wav
177	TUT-acoustic-scenes-2017-development/audio/a026_70_80.wav
178	TUT-acoustic-scenes-2017-development/audio/a026_60_70.wav
179	TUT-acoustic-scenes-2017-development/audio/a026_80_90.wav
180	TUT-acoustic-scenes-2017-development/audio/a026_90_100.wav
181	TUT-acoustic-scenes-2017-development/audio/a026_100_110.wav
182	TUT-acoustic-scenes-2017-development/audio/a026_110_120.wav
183	TUT-acoustic-scenes-2017-development/audio/a026_140_150.wav
184	TUT-acoustic-scenes-2017-development/audio/a026_130_140.wav
185	TUT-acoustic-scenes-2017-development/audio/a026_120_130.wav
186	TUT-acoustic-scenes-2017-development/audio/a026_150_160.wav
187	TUT-acoustic-scenes-2017-development/audio/a026_170_180.wav
188	TUT-acoustic-scenes-2017-development/audio/a026_160_170.wav
189	TUT-acoustic-scenes-2017-development/audio/a026_200_210.wav
190	TUT-acoustic-scenes-2017-development/audio/a026_180_190.wav
191	TUT-acoustic-scenes-2017-development/audio/a026_190_200.wav
192	TUT-acoustic-scenes-2017-development/audio/a023_30_40.wav
193	TUT-acoustic-scenes-2017-development/audio/a023_40_50.wav
194	TUT-acoustic-scenes-2017-development/audio/a023_50_60.wav
195	TUT-acoustic-scenes-2017-development/audio/a023_160_170.wav
196	TUT-acoustic-scenes-2017-development/audio/a023_150_160.wav
197	TUT-acoustic-scenes-2017-development/audio/a023_170_180.wav
198	TUT-acoustic-scenes-2017-development/audio/a023_190_200.wav
199	TUT-acoustic-scenes-2017-development/audio/a023_180_190.wav
200	TUT-acoustic-scenes-2017-development/audio/a023_200_210.wav
201	TUT-acoustic-scenes-2017-development/audio/a023_10_20.wav
202	TUT-acoustic-scenes-2017-development/audio/a023_0_10.wav
203	TUT-acoustic-scenes-2017-development/audio/a023_20_30.wav
204	TUT-acoustic-scenes-2017-development/audio/a023_80_90.wav
205	TUT-acoustic-scenes-2017-development/audio/a023_60_70.wav
206	TUT-acoustic-scenes-2017-development/audio/a023_70_80.wav
207	TUT-acoustic-scenes-2017-development/audio/a023_110_120.wav
208	TUT-acoustic-scenes-2017-development/audio/a023_100_110.wav
209	TUT-acoustic-scenes-2017-development/audio/a023_90_100.wav
210	TUT-acoustic-scenes-2017-development/audio/a023_130_140.wav
211	TUT-acoustic-scenes-2017-development/audio/a023_120_130.wav
212	TUT-acoustic-scenes-2017-development/audio/a023_140_150.wav
213	TUT-acoustic-scenes-2017-development/audio/b019_190_200.wav
214	TUT-acoustic-scenes-2017-development/audio/b019_180_190.wav
215	TUT-acoustic-scenes-2017-development/audio/b019_200_210.wav
216	TUT-acoustic-scenes-2017-development/audio/b019_140_150.wav
217	TUT-acoustic-scenes-2017-development/audio/b019_120_130.wav
218	TUT-acoustic-scenes-2017-development/audio/b019_130_140.wav
219	TUT-acoustic-scenes-2017-development/audio/b019_100_110.wav
220	TUT-acoustic-scenes-2017-development/audio/b019_110_120.wav
221	TUT-acoustic-scenes-2017-development/audio/b019_90_100.wav
222	TUT-acoustic-scenes-2017-development/audio/b019_170_180.wav
223	TUT-acoustic-scenes-2017-development/audio/b019_150_160.wav
